image_id,gx,gy,gw,gh,icdas
78ecb279-31.jpg,1070.588235294118,388.7254901960785,258.08823529411757,302.69607843137254,1
78ecb279-31.jpg,788.6029411764707,377.5735294117648,275.6127450980392,296.32352941176475,1
78ecb279-31.jpg,943.137254901961,665.9313725490196,151.34803921568633,180.0245098039217,0
78ecb279-31.jpg,1102.450980392157,673.8970588235295,151.34803921568633,178.43137254901953,0
78ecb279-31.jpg,602.2058823529412,441.29901960784315,199.14215686274508,229.4117647058825,0
78ecb279-31.jpg,756.7401960784315,661.1519607843137,181.61764705882348,215.07352941176484,2
78ecb279-31.jpg,557.5980392156863,664.3382352941178,208.70098039215685,242.15712586163315,2
78ecb279-31.jpg,433.3333333333335,462.0098039215686,170.4656862745098,234.19117647058823,2
78ecb279-31.jpg,420.5882352941177,696.2009803921567,137.00980392156865,207.1078431372549,2
78ecb279-31.jpg,296.32352941176475,495.4656862745097,148.16176470588232,223.0392156862746,2
78ecb279-31.jpg,325.0,726.4705882352941,100.36764705882355,143.3823529411764,1
78ecb279-31.jpg,238.97058823529414,721.6911764705882,90.80882352941177,122.671568627451,2
78ecb279-31.jpg,235.7843137254902,546.4460784313726,86.02941176470591,173.65196078431384,2
78ecb279-31.jpg,122.671568627451,723.2843137254903,122.671568627451,113.11274509803924,2
78ecb279-31.jpg,76.4705882352941,557.5980392156863,103.55392156862746,141.7892156862745,2
78ecb279-31.jpg,184.80392156862743,571.9362745098039,68.50490196078437,135.41666666666663,1
78ecb279-31.jpg,1260.1715686274508,667.5245098039215,149.75490196078425,202.32843137254903,0
78ecb279-31.jpg,1335.0490196078435,406.25000000000006,199.14215686274503,272.42647058823536,0
78ecb279-31.jpg,1542.1568627450981,434.92647058823525,159.31372549019613,289.95098039215696,2
78ecb279-31.jpg,1411.5196078431372,653.1862745098039,146.56862745098067,285.1715686274511,2
78ecb279-31.jpg,1542.1568627450981,708.9460784313725,98.77450980392183,219.85294117647072,2
78ecb279-31.jpg,1680.7598039215688,544.8529411764705,137.0098039215685,205.5147058823529,2
78ecb279-31.jpg,1768.3823529411764,642.0343137254903,86.02941176470608,141.7892156862744,2
78ecb279-31.jpg,1817.7696078431372,657.9656862745097,100.36764705882376,141.7892156862746,1
78ecb279-31.jpg,1886.2745098039218,662.7450980392157,95.58823529411768,101.9607843137256,1
78ecb279-31.jpg,1629.7794117647063,764.7058823529412,86.0294117647058,105.14705882352929,1
78ecb279-31.jpg,1715.8088235294113,777.4509803921568,124.26470588235303,109.92660214650293,1
bb531f5d-208.jpg,736.207956427837,401.39198038809457,125.89982263454347,211.74061079445937,1
bb531f5d-208.jpg,750.1059887965854,568.9859001288828,105.46153973932519,189.66726526762366,0
bb531f5d-208.jpg,860.472716430763,395.66926117743355,152.06082474042262,209.28801684703313,1
bb531f5d-208.jpg,842.4870274829708,573.891088023735,85.02329736310831,144.70304289814385,1
bb531f5d-208.jpg,918.5174398531822,589.4241830241004,68.67265889123286,116.08944684483862,1
bb531f5d-208.jpg,1001.9056340656722,402.2095117039033,108.73166500256033,197.84257842571105,1
bb531f5d-208.jpg,968.3868501175141,568.9859001288826,83.38828335429127,184.76207737277147,1
bb531f5d-208.jpg,1097.556798015293,438.1808895994865,46.59923637829636,187.21467132019745,1
0fdf53de-130.jpg,485.4545454545453,694.5454545454546,192.72727272727275,180.0002640125986,2
0fdf53de-130.jpg,665.4545454545454,727.2727272727271,220.0000000000001,187.27306671749693,2
0fdf53de-130.jpg,1087.2727272727275,538.6688428019278,198.18181818181802,224.9675208344356,1
0fdf53de-130.jpg,492.7272727272728,532.7272727272725,143.6363636363636,174.54545454545445,2
0fdf53de-130.jpg,648.3644850966216,545.4545454545422,135.27197908523166,183.6363636363631,1
0fdf53de-130.jpg,767.822088661031,540.1779183431782,144.19319024664475,193.3885139778529,2
0fdf53de-130.jpg,900.9887408299911,531.6959659757285,183.21017113691326,238.3428615253363,1
